Questões Corretas,Questões Erradas
,"28 Art. 10. É assegurada a participação dos trabalhadores e empregadores nos colegiados dos órgãos públicos em que seus interesses profissionais ou previdenciários sejam objeto de discussão e deliberação. Esse dispositivo é, normalmente, cobrado em sua literalidade. Basta saber que os trabalhadores e empregadores têm direito a participar no colegiado de órgãos públicos em que seus interesses profissionais ou previdenciários sejam objeto de discussão e deliberação. Apenas para ilustrar com um exemplo, o Conselho Nacion al de Previdência Social CNPS é um órgão colegiado do qual participam representantes do Governo, dos trabalhadores em atividade, dos empregadores e dos aposentados. Art. 11. Nas empresas de mais de duzentos empregados, é assegurada a eleição de um repre sentante destes com a finalidade exclusiva de promover lhes o entendimento direto com os empregadores. O objetivo do art. 11 é melhorar a interlocução entre empregadores e empregados naquelas empresas com grande número de trabalhadores. Assim, nas empresas com mais de 200 empregados , é assegurada a eleição de um representante destes . Esse representante terá a tarefa finalidade exclusiva de promover o entendimento direito entre os empregados e os empregadores. Polícia Rodoviária Federal  2014 Nas empr esas com mais de cem empregados, é assegurada a eleição de um representante destes com a finalidade exclusiva de promover o entendimento direto com os empregadores. Comentários: A questão foi no detalhe! Essa regra somente se aplica às empresas com mais de 200 empregados"
,"33 atingida a maioridade , fica suspensa a condição de brasileiro nato, enquanto não for efetivada a opção pela nacionalidade brasil eira. A maioridade passa a ser , então, condição suspensiva da nacionalidade brasileira até o momento em que for feita a opção. MPT  2015 A nacionalidade potestativa será incorporada pelo indivíduo se for registrado em repartição brasileira no exterior e vier a residir no Brasil antes da maioridade. Comentários: A nacionalidade potestativa será adquirida quando o indivíduo nasce no exterior, filho de pai brasileiro ou mãe brasileira, e não é registrado em repartição brasileira competente. Aí, el e vem a residir no Brasil e opta, em qualquer tempo, depois de atingida a maioridade , pela nacionalidade brasileira"
,"PCDF  2015 Suponha se que Antônio tenha nascido no estrangeiro, sendo filho de pai brasileiro e mãe estrangeira. Nesse caso, Antônio poderá optar, em qualquer tempo, depois de atingir dezoito anos de idade, pela nacionalidade brasileira originária, desde que venha residir no Brasil. Comentários: É exatamente isso! Antônio se enquadra na hipótese do art. 12, I, alínea c. São brasileiros natos os nascidos no estrangeiro de pai brasileiro ou de mãe brasileira, desde que sejam registrados em repartição brasileira competente ou venham a residir na República Federativa do Brasil e optem, em qualquer tempo, de pois de atingida a maioridade , pela nacionalidade brasileira. Questão correta. DPE RO  2015 Ernesto, filho de pais brasileiros, nascido e registrado na República do Paraguai, ao atingir a maioridade, decide vir para o Brasil. Ao chegar neste País, cons ulta um Defensor Público a respeito dos seus direitos. É correto afirmar que Ernesto é considerado brasileiro nato pelo simples fato de seus pais serem brasileiros. Comentários: De jeito nenhum! O simples fato de ser filho de brasileiros não faz com que E rnesto seja brasileiro nato. Ernesto será brasileiro nato se vier a residir no Brasil e optar, em qualquer tempo, depois de atingida a maioridade, pela nacionalidade brasileira"
,"SSP AM  2015 Peter, filho de um casal austríaco, nasceu no território brasileiro quando seus pais aqui estavam a serviço da Embaixada da Áustria. Após o seu nascimento, permaneceu no Brasil por cerca de dez anos, até que a família retornou ao País de origem. Como Peter passou a ter sólidos laços afetivos com o Brasil, sendo frequentes as suas viagens a passeio para este País, tomou a decisão de candidatar se a um cargo eletivo que é privativo de brasileiro nato. É possível afirmar que Peter somente pode ser considerado brasileiro nato caso sua família tenha provid enciado o seu registro de nascimento n o Brasil, enquanto aqui residiu. Comentários: Apesar de ter nascido no Brasil, Peter não será brasileiro nato. Isso porque ele é filho de pais estrangeiros que estavam no Brasil a serviço de seu País no caso, a Áustri a"
,"35 nacionalidade ainda não tinha sido reconhecida pelo Estado brasileiro. Diante dessa situação, seria nula a posse no cargo público? Segundo o STF, o reconhecimento da naturalização extraordinária pelo Poder Executivo gera efeitos declaratórios e não constitutivos, retroagindo à data de apresentação do requerimento. Assim, o requerimento da naturalização extraordinária seria suficiente para viabilizar a posse no cargo público. 21 Por último, é importante destacar entendime nto do STF no sentido de que não se revela possível, em nosso sistema jurídico constitucional, a aquisição da nacionalidade brasileira jure matrimonii , vale dizer, como efeito direto e imediato resultante do casamento civil 22. Isso porque tal hipótese não foi contemplada pela Constituição. Esquematizando: Brasileiros natos Os nascidos na República Federativa do Brasil, ainda que de pais estrangeiros, desde que estes não estejam a serviço de seu país critério jus soli Os nascidos no estrangeiro, de pai brasileiro ou mãe brasileira, desde que qualquer deles esteja a serviço da República Federativa do Brasil critério jus sanguinis Os nascidos no estrangeiro de pai brasileiro ou de mãe brasileira, desde que sejam registrados em rep artição brasileira competente ou venham a residir na República Federativa do Brasil e optem, em qualquer tempo, depois de atingida a maioridade, pela nacionalidade brasileira  nacionalidade potestativa  Brasileiros naturalizados Os que, na forma da lei, adquiram a nacionalidade brasileira, exigidas aos originários de países de língua portuguesa apenas residência por um ano ininterrupto e idoneidade moral  naturalização ordinária  concessão é ato discricionário do Presidente da República Os estran geiros de qualquer nacionalidade, residentes na República Federativa do Brasil há mais de quinze anos ininterruptos e sem condenação penal, desde que requeiram a nacionalidade brasileira  naturalização extraordinária  concessão é direito subjetivo do inte ressado MPT  2015 A naturalização extraordinária apresenta como requisitos: residência no Brasil há quinze anos ininterruptos, ausência de condenação penal, requerimento do interessado e idoneidade moral. Comentários: A idoneidade moral não é requisito para a naturalização extraordinária"
,"36 SEFAZ PE  2014 A naturalização extraordinária, que beneficia qualquer estrangeiro que resida no Brasil há mais de quinze anos ininterruptos e sem condenação penal, depende de requerimento, cuja resposta, em caso positivo, tem efeitos constitutivos. Comentários: O reconhecimento da naturalização extraordinária gera efeitos declaratórios e não constitutivos"
,39 Pegadinha! Os cargos de Ministros dos Tribunais Superiores não são privativos de brasileiro nato. Apenas os Ministros do STF é que devem ser brasileiros natos
,"41 O br asileiro que adquirir outra nacionalidade perderá a nacionalidade. Isso não se aplica no caso de imposição de naturalização , pela norma estrangeira, ao brasileiro residente em estado estrangeiro, como condição para permanência em seu território ou para o exercício de direitos civis . Questão correta. PCDF  2015 Suponha se que Carlos, brasileiro nato, resida há muitos anos no estrangeiro e precise adquirir a nacionalidade estrangeira como condição de permanência naquele território. Nesse caso, se ele obtiver a referida nacionalidade, perderá a nacionalidade brasi leira. Comentários: Na situação apresentada, Carlos não perderá a nacionalidade brasileira. Segundo o art. 12, 4º, II, b , não haverá perda da nacionalidade no caso de imposição de naturalização , pela norma estrangeira, ao brasileiro residente em estado estrangeiro, como condição para permanência em seu território ou para o exercício de direitos civis"
,"5 PCDF  2015 A federação brasileira se compõe dos seguintes entes federativos: União, estados, Distrito Federal, municípios e territórios. Comentários: Pegadinha! Os Territórios não são entes federativos"
,"DPE RO  2015 A Constituição da República Federativa do Brasil adotou, como forma de Estado, a federação. A existência dessa federação é caracterizada pela subordinação dos Estados, do Distrito Federal e dos Municípios à União, nos termos da Constituição da República Federativa do Brasil. Comentários: A relação que se estabelece entre a União, os Est ados, o Distrito Federal e os Municípios não é de subordinação. Não há que se falar em hierarquia entre os entes federativos"
,"9 Em uma federação, não se admite o direito de secessão"
,"SEAP DF  2015 A República Federativa do Brasil classifica se como federação por desagregação. Comentários: A federação brasileira formou se por um movimento centrífugo direcionado para fora, o que caracteriza o federalismo por desagregação. O Brasil era um Estado unitário até a Constituição de 1891, oportunidade em que se descentralizou politicamente. Questão correta. SEAP DF  2015 Enquanto federação, a República Federativa do Brasil comporta o direito de secessão por parte dos entes federados. Comentários: O vínculo federativo é indissolúvel, ou seja, não há direito de secessão por parte dos entes federad os"
,"15 TCE RJ  2015 A função pública do saneamento básico frequentemente extrapola o interesse local e passa a ter natureza de interesse comum no caso de instituição de regiões metropolitanas, aglomerações urbanas e microrregiões, motivo pelo qual, nessas hipóteses, é constitucional a transferência ao Estado membro do poder concedente de funções e serviços públicos de saneamento básico. Comentários: Não se pode simplesmente transferir ao Estado membro o poder concedente de funções e serviços públicos de saneamento básico. Deve haver uma divisão de responsabilidades entre o Estado e os Municípios"
,"PRF  2014 Na Federação brasileira, a União é entidade soberana, enquanto os estados membros e o Distrito Federal são entidades autônomas. Comentários: A União também é um ente federativo dotado de autonomia. A República Federativa do Brasil é que possui soberania"
,"20 TRF 1a Região  2015 Não se considera o município entidade federativa, embora se reconheça que ele dispõe de capacidade de auto organização, autogoverno e autoadministração. Comentários: O Município é também um ente federativo. Ele dispõe de capacidade de auto organização, autogoverno e autoadministração"
,"TCM SP  2015 Lei orgânica municipal, como projeção da autonomia municipal, deve disciplinar a organização municipal consoante os balizamentos estabelecidos pela Constituição da República, não sendo possível que a Constituição Estadual o faça. Comentários: A Lei Orgâni ca é o instrumento por meio do qual o Município manifesta o seu poder de auto  organização , sendo, portanto, projeção da autonomia municipal . A organização municipal é matéria que cabe à Lei Orgânica, devendo observar as regras gerais estabelecidas pela CF 88. A Constituição Estadual não pode versar sobre a organização municipal, sob pena de violar o pacto federativo. Questão correta. TCM SP  2015 Nos Municípios com menos de 200 mil eleitores, a Lei Orgânica deve definir se a eleição seguirá o sistema maj oritário de um ou dois turnos. Comentários: Essa não é matéria de Lei Orgânica. A CF88 estabelece que, nos municípios com mais de 200 mil eleitores , a eleição seguirá o sistema majoritária de 2 dois turnos"
,"24 c Divulgação dos estudos de viabilidade municipal , na forma estabelecida pela lei mencionada acima; d Consulta prévia, por plebisci to, às populações dos Municípios envolvidos. O resultado do plebiscito, quando desfavorável, impede a criação do novo Município. Por outro lado, caso seja favorável, caberá à Assembleia Legislativa decidir se irá ou não criar o Município. e Aprovação de lei ordinária estadual pela Assembleia Legislativa determinando a criação, incorporação, fusão e desmembramento dos municípios. Trata se de ato discricionário da Assembleia Legislativa. Tendo em vista que, até hoje, o Congresso Nacional não editou lei complementar dispondo sobre o período dentro do qual poderão ocorrer alterações na estrutura de Municípios, conclui se que, atualmente, esses entes federativos não podem ser criados . Aliás, esse impedimento existe desde a promulgação da Emenda Constitucion al nº 151996. No entanto, a realidade foi diferente. Mesmo após a promulgação da EC nº 1596, foram criados centenas de Municípios pelo Brasil afora. A doutrina os chamou de  Municípios putativos , pois existiam de fato, mas sua criação havia sido inváli da, inconstitucional. Como não poderia ser diferente, o STF foi chamado a apreciar o problema na ADIN nº 3.682MT. Na oportunidade, a Corte reconheceu a mora do Congresso Nacional, que deu  ensejo à conformação e à consolidação de estados de inconstitucio nalidade . Foi atestada a inconstitucionalidade da criação dos Municípios . Todavia, em nome da segurança jurídica, o STF passou a bola para o Congresso Nacional; não poderia o STF, da noite para o dia, determinar a extinção de Municípios. O Congresso Nac ional editou, então, a Emenda Constitucional nº 572008, que convalidou os atos de criação, fusão, incorporação e desmembramento de Municípios, cuja lei tenha sido publicada até 31 de dezembro de 2006 , atendidos os requisitos estabelecidos na legislação do respectivo Estado à época de sua criação. TJPR  2017 Segundo o STF, o desmembramento de município previsto na CF é norma de eficácia contida. Comentários: O desmembramento de município é norma de eficácia limitada, uma vez que é necessária a edição de lei complementar federal definindo o período dentro do qual podem ocorrer alterações federativas envolvendo Municípios"
,"25 Na ADIN nº 2.650DF, o STF considerou que se dev e dar ao termo  população diretamente interessada  o significado de que, nos casos de desmembramento, incorporação ou subdivisão de Estado, deve ser consultada, mediante plebiscito, toda a população do s Estado s afetado s , e não apenas a população da área a ser desmembrada, incorporada ou subdividida"
,"41 a Competência para legislar sobre direito administrativo . Abrange, dentre outras, a competência para legislar sobre desapropriação, requisições civis e militares, atividades nucleares, serviço postal, defesa civil e política de crédito, câ mbio e seg uro. b Competência para legislar sobre direito material , não administrativo, ou substancial. Compreende a competência para legislar sobre direito civil, comercial, penal, político  eleitoral incluindo nacionalidade, cidadania e naturalização, agrário, marítimo , aeronáutico, espacial, e do trabalho, populações indígenas, condições para o livre exercício de p rofissões e seguridade social. c Competência para legislar sobre direito processual . Compreende a competência para legisla r sobre direito processual do trabalho, processual penal e processual civil. DPE PR  2017 Segundo o entendimento do Supremo Tribunal Federal, por se tratar de infração político  administrativa e não propriamente de crime, o chamado crime de responsabil idade pode ser definido pela União, Estados e Distrito Federal, eis que a competência legislativa é concorrente. Comentários: A Súmula Vinculante nº 46 dispõe que  a definição dos crimes de responsabilidade e o estabelecimento das respectivas normas de pro cesso e julgamento são de competência legislativa privativa da União . Pode se dizer, desse modo, que é competência privativa da União legislar sobre direito penal, inclusive sobre crimes de responsabilidade. TJDFT  2015 Um estado da Federação editou lei que proíbe a contratação, pela administração desse estado, de emp resas de parentes de ocupantes de cargo de governador e de secretário de Estado. Nesse caso, a lei editada é inconstitucional por violar a exclusividade da União para legislar sobre licitações e contratos. Comentários: A União tem competência privativa para legislar sobre normas gerais de licitação e contratos administrativos. Nada impede, todavia, que os estados editem leis sobre questões específicas sobre licitações e contratos. Portanto, a lei mencionada na assertiva é plenamente compatível com a CF88"
,"42 TJPB  2015 Caso um estado membro inove a ordem jurídica ao editar lei que proíba às empresas de telecomunicação a cobrança de taxa para a instalação do segundo ponto de acesso à Internet, não haverá inconstitucionalidade, pois o estado terá agido no âmbito de sua competênci a para legislar sobre proteção do consumidor. Comentários: O STF considera que é inconstitucional lei estadual ou distrital que proíba as empresas de telecomunicações de cobrarem taxas para a instalação do segundo ponto de acesso à Internet. Isso porque s e trata de matéria da competência da União"
,"TJPB  2015 É inconstitucional norma federal que reserve percentual mínimo de carga horária dos docentes da educação básica para dedicação às atividades extraclasse, visto que a matéria é de in teresse local, cuja definição deve atender a circunstâncias peculiares de cada região. Comentários: De acordo com o Supremo Tribunal Federal, é constitucional a norma geral federal que reserva o percentual mínimo de 13 da carga horária dos docentes da edu cação básica para dedicação às atividades extraclasse"
,"TCE RJ  2015 É inconstitucional lei estadual que, no exercício da competência legislativa para dispor sobre legislação e ensino, fixe número máximo de alunos em sala de aula, por se tratar de norma geral afeta às diretrizes e bases da educação nacional. Comentários: É plenamente compatível com a CF88 lei estadual que fixe o número máximo de alunos em sala de aula. Segundo o STF, essa lei estadual não viola a competência privativa da União para legislar sobre diretrizes e bases da educação nacional"
,"FUB  2015 O constituinte brasileiro proibiu que a União delegasse aos estados e ao Distrito Federal a competência para legislar sobre matérias de sua competência privativa. Comentários: A União poderá, mediante lei complementar, autorizar os Estados a legislarem sobre questões específicas das matérias de sua competência privativa. É o que prevê o art. 22, parágrafo único, da CF88"
,"47 Também é competência da União assegurar a defesa nacional art. 24, IV e permitir que forças estrangeiras transitem pelo território nacional art. 21, IV"
,"TRT 8 ª Região  2015 A responsabilidade por dano ao meio ambiente, ao consumidor, a bens e direitos de valor artístico, estético, histórico, turístico e paisagístico é de competência concorrente da União, Estados e Distrito Federal e, por isso, inexistindo lei federal sobre normas gerais, os Es tados exercerão a competência legislativa plena, independente de suas peculiaridades. Comentários: De fato, é competência concorrente da União, Estados e Distrito Federal legislar sobre responsabilidade por dano ao meio ambiente, ao consumidor, a bens e di reitos de valor artístico, estético, histórico, turístico e paisagístico art. 24, VIII. Se não houver lei federal, os Estados poderão exercer a competência legislativa plena, mas o farão para atender a suas peculiaridades . O erro da questão está em falar que a competência legislativa plena será exercida pelos Estados independente de suas peculiaridades"
,"TJRR  2015 Na Constituição brasileira de 1988, competências comuns e concorrentes têm natureza legislativa. Comentários: As competências comuns têm natureza material administrativa e as competências concorrentes têm natureza legislativa"
,"SEAP DF  2015 Compete à União, aos estados e ao Distrito Federal legislar concorrentemente acerca de procedimentos em matéria processual. Comentários: É isso mesmo! É competência concorrente legislar sobre procedimentos em matéria processual art. 24, XI. Questão correta. MPE SC  2014 Em matéria de competência comum legislativa, a superveniência de lei federal sobre normas gerais suspende a eficácia da lei estadual, no que lhe for contrário. Comentários: A competência comum é material, não legislativa. No âmbito da competência concorrente é que a superveniência de lei federal sobre normas gerais suspende a eficácia de lei estadual, no que lhe for contrária"
,"51 A fixação do horário de funcionamento de agências bancárias é matéria que extrapola o interesse local, ou seja, lei municipal que tratar do assunto será inconstitucional. A matéria é de competência da União, por se tratar de assunto relacionado ao sistema financeiro nacional"
,"TJPB  2015 Se a Constituição de determinado estado membro reconhecer aos estudantes o direito de pagar a metade da tarifa de transporte coletivo municipal, não haverá invasão da competência municipal para legislar sobre o tema, por se tratar de benefício estabelecido em Constituição estadual. Comentários: É competência do Município dispor sobre meia passagem aos estudantes nos transportes coletivos municipais. Logo, houve invasão da competência municipal"
,"6 de determinadas atividades a pessoas jurídicas criadas para executarem as mesmas. Veja o que determina o texto constitucional: XIX  somente por lei específica poderá ser criada autarquia e autorizada a instituição de empresa pública, de sociedade de e conomia mista e de fundação, cabendo à lei complementar, neste último caso, definir as áreas de sua atuação; XX  depende de autorização legislativa, em cada caso, a criação de subsidiárias das entidades mencionadas no inciso anterior, assim como a partic ipação de qualquer delas em empresa privada; Observa se que as autarquias só podem ser criadas por lei específica . Isso porque essas entidades são pessoas jurídicas de direito público, que realizam atividades típicas do Estado. Já as sociedades de economia mista e empresas públicas precisam de autorização em lei para serem criadas . Essas entidades são pessoas jurídicas de direito privado que poderão tanto prestar serviços públicos quanto explorar atividades econômicas. Por fim, as fundações públicas tanto poderão ser criadas quanto ter sua criação autorizada por lei . No primeiro caso, terão personalidade jurídica de direito público, sendo uma espécie de autarquia fundações autárquicas. No segundo, terão personalidade jurídica de direito privado. Em ambos o s casos, contudo, caberá à lei complementar definir as áreas de sua atuação. No que se refere ao art. 37, XX, da CF, observa se que depende de autorização legislativa , em cada caso, a criação de subsidiárias das entidades mencionadas no inciso anterior, a ssim como a participação de qualquer delas em empresa privada. Não há necessidade de aprovação do Poder Executivo, uma vez que a autorização se dá por lei, conforme o texto constitucional. TJDFT  2015 As autarquias são serviços autônomos, criados por lei, com natureza jurídica de direito privado e personalidade jurídica própria. Comentários: As autarquias são pessoas jurídicas de direito público, criadas por lei"
,"TJDFT  2015 As empre sas públicas e as sociedades de economia mista são entidades com natureza jurídica de direito privado e capital exclusivo do ente estatal que as instituir. Comentários: Nas empresas públicas, o capital é 100 público. Nas sociedades de economia mista, a ma ioria das ações é do Estado, não havendo obrigatoriedade de que todo o capital seja público"
,"13 c Presunção da segurança jurídica: O princípio da segurança jurídica é um princípio implícito que encontra previsão no a rt. 2º da Lei nº 9.78499. Esse princípio impõe que as normas sejam interpretadas de forma a garantir o atendimento do fim público a que se dirigem, vedada a aplicação retroativa de nova interpretação . d Princípio da motivação: Um dos requisitos dos atos administrativos é o motivo, que é a situação de fato ou de direito que autoriza a edição do ato. A motivação consiste na declaração dos motivos que fundamentaram o ato. e Princípio da razoabilidade e da proporcionalidade: Os princípios da razoabilidade e da proporcionalidade estão intimamente relacionados. A doutrina majoritária considera, inclusive, que o princípio da proporcionalidade está contido no princípio da razoabilidade . O princípio da proporcionalidade consiste na adequação entre os meios e os fins almejados; caso o ato administrativo não respeite essa relação, será desproporcional e, portanto, passível de invalidação pelo Poder Judiciário. O princípio da razoabilidade possui três aspectos: i adequação; ii necessidade e; iii proporcionalida de em sentido estrito. Assim, esses três aspectos devem ser observados para a aferição da razoabilidade de um determinado ato. A adequação consiste em observar se o meio escolhido é o mais adequado para se alcançar o fim perseguido. A necessidade , por sua vez, consiste em analisar se o meio utilizado é o melhor ou menos oneroso para alcançar o objetivo do ato. Por último, a proporcionalidade , conforme já comentamos, é a aferição da relação entre os meios e os fins almejados. f Princípio da continuidade d o serviço público: Os serviços públicos não podem sofrer solução de continuidade, isto é, não podem ser paralisados . É em razão desse princípio que podem ser impostas restrições ao direito de greve dos servidores públicos art. 37, VII. Recorde se que o direito de greve dos servidores públicos é norma constitucional de eficácia limitada. TRE GO  2015 O regime ju rídico administrativo brasileiro está fundamentado em dois princípios dos quais todos os demais decorrem, a saber: o princípio da supremacia do interesse público sobre o privado e o princípio da indisponibilidade do interesse público. Comentários: Esses pr incípios são os pilares do regime jurídico administrativo. Questão correta. FUB  2015 Apesar de o princípio da moralidade exigir que os atos da administração pública sejam de ampla divulgação, veda se a publicidade de atos que violem a vida privada do c idadão. Comentários: É o princípio da publicidade que exige ampla divulgação dos atos da Administração Pública"
,"14 FUB  2015 A pretexto de atuar eficientemente, é possível que a administração pratique atos não previstos na legislação. Comentários: Não se pode invocar a eficiência para descumprir a lei. Pelo princípio da legalidade, a Administração somente pode fazer aquilo que está expressamente previsto em normas jurídicas"
,"IPTSP  2014 O regime jurídico administrativo e o regime jurídico da Administração Pública são expressões sinônimas. Comentários: Essas duas expressões têm significados distintos. O regime Jurídico da Administração é o conjunto de normas princípios e regras aos quai s se submete a Administração Pública, o que engloba o regime de direito público e o regime de direito privado . Por outro lado , regime jurídico administrativo é o regime de direito público ao qual se submete a Administração Pública"
,"21 TRT 3a Região  2015 Empresa pública estadual pretende contratar advogados para preenchimento de empregos públicos v agos em seu departamento jurídico. Considerando que os advogados não exercerão a função de direção, chefia e de assessoramento, a empresa pública deverá contratá los mediante concurso público, válido pelo prazo de dois anos, prorrogável uma vez por igual p eríodo, sendo vedada a livre nomeação pelo dirigente da entidade. Comentários: É isso mesmo. A admissão de empregados públicos também depende da realização de concurso público, com prazo de validade de 2 anos, prorrogável uma vez por igual período. Questão correta. TCU  2015 O prazo de validade de concurso público é de até dois anos, podendo ele ser prorrogado enquanto houver candidatos aprovados no cadastro de reserva. Comentários: De fato, o prazo de validade do concurso público é de 2 dois anos. No entanto, ele só pode ser prorrogado por igual período mais 2 anos"
,"DPE PE  2015 Conforme entendimento atual do STF, é dever da administração pública nomear candidato aprovado em concurso público dentro das vagas previstas no edital, em razão do princípio da boafé e da proteção da confiança, salvo em situações excepcionais caracteriz adas pela necessidade, superveniência e imprevisibilidade. Comentários: Os candidatos aprovados dentro do número de vagas previsto no edital têm direito subjetivo à nomeação , ou seja, a Administração tem o dever de nomeá los. Essa é a regra geral, que some nte pode ser excepcionada em situações excepcionalíssimas, nas quais fiquem caracterizadas a necessidade, superveniência e imprevisibilidade. Questão correta. UEG  2015 É constitucional a criação de cargos temporários mesmo para atender situações que nã o sejam de necessidade temporária de excepcional interesse público. Comentários: Os cargos temporários servem, exclusivamente, para atender a necessidade temporária de excepcional interesse público"
,"UEG  2015 De acordo com o texto constitucional, durante o prazo de validade previsto no edital de concurso público, nã o é possível a abertura de novo concurso para o mesmo cargo. Comentários: A CF88 não impede que , no prazo de validade de um concurso, a Administração realize novo concurso para o mesmo cargo. No entanto, fica estabelecida a prioridade de nomeação para os aprovados no concurso anterior sobre os novos aprovados"
,"23 Federal e dos Municípios, compreendido o ajuste mediante designações recíprocas, viola a Constituição Federal. É importante destacar que a vedação ao nepotismo não alcança a nomeação para cargos políticos . Assim, o governador de um Estado pode nomear seu irmão para o cargo de secretário estadual, por exemplo. MPU  2018 Para exercer função de confiança na administração pública, o servidor deverá ser ocupante de cargo efetivo. Comentários: As funções de confiança são destinadas exclusivamente para servidores ocupantes de cargo efetivo. Questão correta. UEG  2015 A investidura em qualquer cargo público exige prévia aprovação em concurso público. Comentários: A nomeação para cargo em comis são independe de aprovação em concurso público"
,"25 i Gozo de férias anuais remuneradas com, pelo menos, um terço a mais do que o salário normal; j Licença à gestante , sem prejuízo do emprego e do salário; l Licença paternidade , nos termos fixados em lei; m Proteção do mercado de trabalho da mulher, mediante incentivos específicos, nos termos da lei; n Redução dos riscos inerentes ao trabalho, por meio de normas de saúde, higiene e segurança; o Proibição de diferença de salários, de exercício de funções e de critério de admissão por motivo de sexo, idade, cor ou estado civil. Embora a CF88 relacione apenas esses direitos sociais, é plenamente possível que leis específicas de cada ente federativo criem gratificações, adicionais e outras vantagens. Deve se considerar que a CF88 estabelece um nível de proteção mínima em matéria de direitos sociais, nada impedindo que leis específicas aprofundem ainda mais essa proteção. Nesse sentido, citamos o caso do auxílio alimentação , que foi instituído no âmbito da União pela Lei nº 8.46092 e tem o caráter de verdadeiro direito social. Se gundo o STF, o auxílio alimentação é verba indenizatória destinada a cobrir os custos de refeição devida exclusivamente ao servidor que se encontrar no exercício de suas funções , não se incorporando à remuneração nem aos proventos de aposentadoria. Nesse s entido, foi editada a Súmula Vinculante no 55, que dispõe que o direito ao auxílio alimentação não se estende aos servidores inativos . TRT 3a Região  2015 Em que pese a Constituição Federal assegurar aos servidores públicos o direito de greve, o exercício regular desse direito depende da edição de lei federal tratando da matéria, não podendo ser garantido por decisão proferida pelo Supremo Tribunal Federal em mandado de injunção. Comentários: É possível, sim, que o direito de greve seja assegurad o por meio de mandado de injunção impetrado no STF. O direito de greve dos servidores públicos é norma de eficácia limitada, dependente, portanto, da edição de lei regulamentadora. Até hoje, essa lei não foi editada"
,"30 XIV  os acréscimos pecuniários percebidos por servidor público não serão computados nem acumulados para fins de concessão de acréscimos ulteriores; Com esse dispositivo, busca se impedir uma situação bastante comum no passado. Depois de exercer durante certo período uma função gratificada, o servidor a incorporava a seu vencimento . Ao assumir uma nova função, o valor desta seria calculado levando se em consideração o seu vencimento já acrescido da gratificação anterior. Com essa incidência cumulativa, havia servidores ganhando valores totais de remuneração bastante elevados. Assim, atualmente , o entendimento que se tem é o de que qualquer gratificação ou adicional terá como base de cálculo o vencimento básico do servidor público. Veda se, dessa forma, a incidência de adicionais em cascata , o chamado efeito repique. O art. 37, garante a irredutibilidade dos vencimentos dos cargos públicos: XV  o subsídio e os vencimentos dos ocupantes de cargos e empregos públicos são irredutíveis, ressalvado o disposto nos incisos XI e XIV deste artig o e nos arts. 39,  4º, 150, II, 153, III, e 153,  2º, I; Segundo o STF, essa garantia não impede a criação ou majoração de tributos incidentes sobre os subsídios, os vencimentos, a aposentadoria e a pensão. Além disso, a forma de cálculo dos vencimentos pode ser modificada, apenas o valor destes é que não. PGM Fortaleza  2017 Os reajustes de vencimentos de servidores municipais podem ser vinculados a índices federais de correção monetária. Comentários: A Súmula Vinculante no 42 determina que é inco nstitucional a vinculação do reajuste de vencimentos de servidores estaduais ou municipais a índices federais de correção monetária"
,"TJSP  2015 Os acréscimos pecuniários percebidos por ser vidor público serão computados e acumulados para fins de concessão de acréscimos ulteriores. Comentários: Segundo o art. 37, XIV,  os acréscimos pecuniários percebidos por servidor público não serão computados nem acumulados para fins de concessão de acréscimos ulteriores"
,"35 Comentários: É plenamente possível que uma pessoa acumule os proventos de aposentadoria do RPPS com a remuneração de cargo em comissão. É o que está previsto no art. 37, 10, CF88. Questão cor reta. TCE CE  2015 Servidor público estadual ocupante de cargo de Procurador do Estado teve sua aposentadoria concedida em 2014, após completar os requisitos constitucionais. Atualmente, na inatividade, foi aprovado em concurso público para emprego de advogado em empresa pú blica estadual, tendo tomado posse. De acordo com a Constituição Federal, é admissível a percepção simultânea da remuneração do emprego público com os proventos da aposentadoria anteriormente concedida, tendo o servidor o direito a uma segunda aposentadori a decorrente da relação de emprego, ao completar os requisitos constitucionais. Comentários: Na situação apresentada, não é possível a percepção simultânea dos proventos de aposentadoria do RPPS com a remuneração de cargo público. Isso porque os cargos me ncionados na questão não são acumuláveis"
,"37 Para efeito de benefício previdenciário, no caso de afastamento para o exercício de mandato eletivo, o servidor permanecerá filiado ao respectivo RPPS Regime Próprio de Previdência Soci al. Assim, o tempo de afastamento será considerado para fins de aposentadoria, devendo o servidor continuar contribuindo para o RPPS de sua origem. TRE BA  2017 Ao ocupante de cargo público federal efetivo eleito vereador será garantida a investidur a no mandato eletivo, não havendo necessidade de afastamento do cargo que exerce nem prejuízo de sua remuneração, desde que haja compatibilidade de horários. Comentários: Havendo compatibilidade de horários, é possível a acumulação do cargo efetivo com o m andato de Vereador. Nesse caso, receberá as duas remunerações. Questão correta. DPE RO  2015 Renan, servidor público estadual ocupante do cargo efetivo de Analista Jurídico da Defensoria Pública de Rondônia, elegeu se Deputado Estadual. Com base na Cons tituição da República, Renan se houver compatibilidade de horário, poderá acumular ambos os cargos, mas terá que escolher a remuneração de um deles. Comentários: O servidor público investido em mandato eletivo federal, estadual ou distrital, ficará afastado de seu cargo, emprego ou função. Sua remuneração será a do cargo eletivo"
